Time,I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
2792,0.005,-0.065,-0.07,0.03,0.038,-0.067,0.002,-0.01,-0.075,-0.057,-0.057,-0.12
2793,0.005,-0.065,-0.07,0.03,0.038,-0.067,-0.001,-0.01,-0.073,-0.054,-0.054,-0.12
2794,0.005,-0.065,-0.07,0.03,0.038,-0.067,0,-0.01,-0.07,-0.055,-0.055,-0.119
2795,0.005,-0.065,-0.07,0.03,0.038,-0.067,0,-0.01,-0.07,-0.055,-0.055,-0.115
2796,0.005,-0.065,-0.07,0.03,0.038,-0.067,0,-0.01,-0.07,-0.055,-0.055,-0.115
2797,0.005,-0.065,-0.07,0.03,0.038,-0.067,0,-0.01,-0.067,-0.055,-0.056,-0.115
2798,0.005,-0.065,-0.07,0.03,0.038,-0.067,0,-0.01,-0.065,-0.055,-0.053,-0.115
2799,0.005,-0.065,-0.07,0.03,0.038,-0.067,0,-0.01,-0.065,-0.055,-0.05,-0.115
2800,0.005,-0.065,-0.07,0.03,0.038,-0.067,0,-0.01,-0.065,-0.055,-0.05,-0.115
2801,0.005,-0.065,-0.07,0.03,0.038,-0.067,0.001,-0.01,-0.065,-0.055,-0.05,-0.115
2802,0.006,-0.065,-0.071,0.03,0.039,-0.067,-0.004,-0.01,-0.062,-0.055,-0.05,-0.115
2803,0.003,-0.065,-0.068,0.031,0.036,-0.066,0.014,-0.01,-0.059,-0.055,-0.05,-0.115
2804,0,-0.065,-0.065,0.033,0.033,-0.065,0.037,-0.01,-0.06,-0.055,-0.05,-0.115
2805,0,-0.065,-0.065,0.033,0.033,-0.065,0.03,-0.01,-0.06,-0.055,-0.05,-0.115
2806,0,-0.065,-0.065,0.033,0.033,-0.065,0.029,-0.01,-0.06,-0.051,-0.058,-0.115
2807,0.003,-0.062,-0.065,0.03,0.034,-0.063,0.03,-0.01,-0.06,-0.05,-0.064,-0.115
2808,0.006,-0.059,-0.065,0.027,0.035,-0.062,0.03,-0.01,-0.06,-0.05,-0.063,-0.115
2809,0.005,-0.06,-0.065,0.028,0.035,-0.062,0.03,-0.009,-0.06,-0.05,-0.059,-0.115
2810,0.005,-0.06,-0.065,0.028,0.035,-0.062,0.03,-0.005,-0.06,-0.05,-0.06,-0.115
2811,0.009,-0.056,-0.065,0.024,0.038,-0.06,0.026,-0.005,-0.06,-0.046,-0.06,-0.114
2812,0.011,-0.054,-0.065,0.022,0.038,-0.06,0.025,-0.005,-0.06,-0.045,-0.057,-0.12
2813,0.009,-0.056,-0.065,0.024,0.038,-0.06,0.025,-0.005,-0.06,-0.045,-0.055,-0.128
2814,0.011,-0.054,-0.065,0.022,0.038,-0.059,0.025,-0.005,-0.06,-0.045,-0.055,-0.129
2815,0.015,-0.05,-0.065,0.018,0.04,-0.057,0.025,-0.005,-0.06,-0.045,-0.055,-0.125
2816,0.016,-0.05,-0.065,0.018,0.04,-0.057,0.025,-0.005,-0.06,-0.041,-0.055,-0.125
2817,0.012,-0.05,-0.062,0.019,0.037,-0.056,0.026,-0.005,-0.06,-0.04,-0.052,-0.126
2818,0.009,-0.051,-0.059,0.021,0.034,-0.055,0.023,-0.005,-0.06,-0.04,-0.049,-0.123
2819,0.012,-0.048,-0.06,0.018,0.036,-0.054,0.02,-0.005,-0.06,-0.04,-0.05,-0.12
2820,0.02,-0.04,-0.06,0.01,0.04,-0.05,0.02,-0.005,-0.06,-0.04,-0.05,-0.12
2821,0.024,-0.036,-0.06,0.006,0.042,-0.048,0.02,-0.001,-0.06,-0.04,-0.046,-0.12
2822,0.032,-0.029,-0.061,-0.001,0.047,-0.044,0.02,0,-0.06,-0.037,-0.045,-0.117
2823,0.035,-0.023,-0.058,-0.006,0.047,-0.04,0.02,0,-0.06,-0.034,-0.045,-0.114
2824,0.036,-0.019,-0.055,-0.008,0.045,-0.036,0.019,0,-0.06,-0.035,-0.045,-0.115
2825,0.03,-0.025,-0.055,-0.002,0.043,-0.04,0.015,0,-0.06,-0.035,-0.045,-0.115
2826,-0.009,-0.064,-0.055,0.037,0.023,-0.059,0.015,0,-0.06,-0.035,-0.041,-0.111
2827,-0.011,-0.065,-0.054,0.039,0.022,-0.06,0.015,0,-0.06,-0.032,-0.04,-0.109
2828,0.008,-0.049,-0.057,0.021,0.033,-0.053,0.015,0,-0.061,-0.029,-0.04,-0.111
2829,0.008,-0.044,-0.052,0.018,0.03,-0.047,0.015,0,-0.059,-0.03,-0.04,-0.109
2830,-0.005,-0.035,-0.03,0.02,0.013,-0.032,0.015,0,-0.05,-0.03,-0.04,-0.105
2831,-0.009,-0.023,-0.013,0.016,0.002,-0.018,0.015,-0.001,-0.046,-0.03,-0.036,-0.105
2832,-0.013,-0.013,0,0.013,-0.006,-0.007,0.018,0.005,-0.042,-0.031,-0.035,-0.106
2833,-0.016,-0.007,0.009,0.011,-0.013,0.002,0.02,0.014,-0.038,-0.028,-0.033,-0.103
2834,-0.014,0.003,0.017,0.005,-0.015,0.009,0.03,0.022,-0.034,-0.025,-0.03,-0.1
2835,-0.01,0.015,0.025,-0.003,-0.018,0.02,0.05,0.03,-0.03,-0.025,-0.03,-0.1
2836,-0.011,0.023,0.034,-0.007,-0.023,0.029,0.047,0.034,-0.026,-0.025,-0.026,-0.099
2837,0,0.03,0.03,-0.016,-0.015,0.03,0.045,0.038,-0.021,-0.022,-0.024,-0.11
2838,0.019,0.041,0.022,-0.03,-0.002,0.032,0.043,0.041,-0.02,-0.02,-0.026,-0.115
2839,0.033,0.052,0.019,-0.043,0.007,0.036,0.039,0.04,-0.019,-0.02,-0.024,-0.109
2840,0.045,0.06,0.015,-0.053,0.015,0.037,0.04,0.04,-0.015,-0.02,-0.02,-0.11
2841,0.058,0.069,0.011,-0.064,0.024,0.04,0.041,0.044,-0.015,-0.02,-0.02,-0.106
2842,0.061,0.068,0.007,-0.064,0.027,0.037,0.037,0.045,-0.012,-0.017,-0.017,-0.105
2843,0.061,0.064,0.003,-0.063,0.028,0.034,0.035,0.045,-0.009,-0.014,-0.015,-0.103
2844,0.067,0.065,-0.002,-0.066,0.034,0.031,0.034,0.044,-0.01,-0.015,-0.014,-0.1
2845,0.075,0.065,-0.01,-0.07,0.042,0.027,0.03,0.04,-0.01,-0.015,-0.01,-0.1
2846,0.083,0.065,-0.018,-0.074,0.05,0.023,0.03,0.036,-0.006,-0.011,-0.01,-0.096
2847,0.091,0.065,-0.026,-0.078,0.058,0.019,0.031,0.032,-0.005,-0.01,-0.011,-0.095
2848,0.099,0.065,-0.034,-0.082,0.066,0.015,0.028,0.028,-0.003,-0.01,-0.008,-0.093
2849,0.107,0.065,-0.042,-0.086,0.074,0.011,0.025,0.024,0,-0.01,-0.005,-0.09
2850,0.115,0.065,-0.05,-0.09,0.082,0.007,0.025,0.02,0,-0.01,-0.005,-0.09
2851,0.121,0.065,-0.056,-0.093,0.088,0.004,0.021,0.013,0.004,-0.002,-0.001,-0.086
2852,0.143,0.065,-0.078,-0.104,0.11,-0.007,0.019,0.03,0.006,0.004,0.001,-0.085
2853,0.144,0.065,-0.079,-0.104,0.111,-0.007,0.021,0.042,0.004,0.006,-0.001,-0.085
2854,0.12,0.065,-0.055,-0.092,0.087,0.005,0.019,0.033,0.007,0.012,0.001,-0.085
2855,0.105,0.065,-0.04,-0.085,0.072,0.012,0.015,0.035,0.02,0.02,0.005,-0.085
2856,0.086,0.065,-0.021,-0.075,0.053,0.022,0.015,0.061,0.034,0.024,0.005,-0.085
2857,0.061,0.065,0.004,-0.063,0.028,0.034,0.016,0.062,0.03,0.029,0.008,-0.082
2858,0.06,0.066,0.006,-0.063,0.027,0.035,0.013,0.052,0.022,0.027,0.01,-0.079
2859,0.079,0.064,-0.015,-0.071,0.046,0.024,0.009,0.048,0.018,0.019,0.01,-0.08
2860,0.085,0.055,-0.03,-0.07,0.057,0.012,0.005,0.04,0.01,0.015,0.01,-0.08
2861,0.092,0.047,-0.045,-0.07,0.068,0.001,0.001,0.036,0.006,0.007,0.002,-0.08
2862,0.103,0.039,-0.064,-0.071,0.083,-0.012,-0.003,0.029,-0.001,0.002,-0.007,-0.08
2863,0.101,0.031,-0.07,-0.066,0.085,-0.019,-0.007,0.023,-0.007,-0.004,-0.012,-0.08
2864,0.087,0.023,-0.064,-0.054,0.075,-0.021,-0.011,0.019,-0.012,-0.011,-0.017,-0.08
2865,0.08,0.015,-0.065,-0.047,0.072,-0.025,-0.01,0.015,-0.025,-0.015,-0.025,-0.08
2866,0.074,0.009,-0.065,-0.041,0.069,-0.028,-0.006,0.015,-0.033,-0.022,-0.033,-0.082
2867,0.052,-0.014,-0.065,-0.018,0.058,-0.039,-0.004,0.015,-0.041,-0.033,-0.038,-0.1
2868,0.018,-0.045,-0.063,0.014,0.04,-0.054,-0.006,0.015,-0.05,-0.034,-0.042,-0.115
2869,-0.001,-0.061,-0.06,0.031,0.029,-0.06,-0.004,0.015,-0.056,-0.03,-0.045,-0.115
2870,0.005,-0.055,-0.06,0.025,0.033,-0.057,0,0.015,-0.055,-0.03,-0.045,-0.115
2871,0.005,-0.055,-0.06,0.025,0.033,-0.057,0,0.015,-0.055,-0.026,-0.049,-0.119
2872,0.005,-0.055,-0.061,0.025,0.033,-0.057,-0.001,0.016,-0.055,-0.024,-0.05,-0.12
2873,0.003,-0.055,-0.058,0.026,0.031,-0.056,0.002,0.013,-0.055,-0.026,-0.052,-0.122
2874,0,-0.055,-0.055,0.028,0.028,-0.055,0.005,0.01,-0.055,-0.041,-0.055,-0.125
2875,0,-0.055,-0.055,0.028,0.028,-0.055,0.005,0.01,-0.055,-0.065,-0.055,-0.125
2876,0,-0.055,-0.055,0.028,0.028,-0.055,0.005,0.01,-0.055,-0.062,-0.059,-0.129
2877,0,-0.055,-0.055,0.028,0.028,-0.055,0.004,0.01,-0.055,-0.059,-0.06,-0.13
2878,0.001,-0.055,-0.055,0.028,0.028,-0.055,0.007,0.01,-0.055,-0.06,-0.06,-0.13
2879,-0.001,-0.055,-0.054,0.029,0.027,-0.055,0.01,0.01,-0.055,-0.06,-0.06,-0.13
2880,-0.005,-0.055,-0.05,0.03,0.023,-0.052,0.01,0.01,-0.055,-0.06,-0.06,-0.13
2881,-0.004,-0.054,-0.05,0.029,0.024,-0.051,0.01,0.01,-0.055,-0.06,-0.06,-0.126
2882,-0.014,-0.064,-0.05,0.039,0.018,-0.057,0.01,0.007,-0.055,-0.06,-0.06,-0.125
2883,-0.021,-0.072,-0.05,0.046,0.015,-0.061,0.01,0.004,-0.055,-0.06,-0.06,-0.125
2884,-0.02,-0.07,-0.049,0.045,0.014,-0.059,0.01,0.005,-0.055,-0.059,-0.06,-0.125
2885,-0.025,-0.07,-0.045,0.048,0.01,-0.057,0.01,0.005,-0.055,-0.055,-0.06,-0.125
2886,-0.025,-0.07,-0.045,0.048,0.01,-0.057,0.018,0.005,-0.054,-0.055,-0.06,-0.125
2887,-0.025,-0.071,-0.045,0.048,0.01,-0.057,0.026,0.005,-0.059,-0.055,-0.06,-0.125
2888,-0.023,-0.068,-0.045,0.046,0.011,-0.056,0.033,0.005,-0.059,-0.055,-0.06,-0.125
2889,-0.028,-0.073,-0.045,0.051,0.008,-0.059,0.035,0.005,-0.063,-0.055,-0.06,-0.125
2890,-0.045,-0.09,-0.045,0.068,0,-0.067,0.035,0.005,-0.08,-0.055,-0.06,-0.125
2891,-0.05,-0.095,-0.045,0.073,-0.002,-0.07,0.035,0.005,-0.077,-0.055,-0.06,-0.125
2892,-0.05,-0.095,-0.045,0.073,-0.002,-0.07,0.035,0.008,-0.071,-0.056,-0.06,-0.125
2893,-0.05,-0.095,-0.045,0.073,-0.002,-0.07,0.035,0.012,-0.07,-0.053,-0.06,-0.125
2894,-0.051,-0.096,-0.045,0.074,-0.003,-0.07,0.036,0.016,-0.069,-0.05,-0.06,-0.125
2895,-0.055,-0.1,-0.045,0.078,-0.005,-0.072,0.04,0.02,-0.065,-0.05,-0.06,-0.125
2896,-0.054,-0.1,-0.046,0.078,-0.004,-0.073,0.04,0.024,-0.06,-0.05,-0.06,-0.125
2897,-0.058,-0.099,-0.041,0.08,-0.009,-0.07,0.04,0.029,-0.061,-0.05,-0.06,-0.125
2898,-0.042,-0.102,-0.059,0.072,0.009,-0.08,0.041,0.029,-0.055,-0.05,-0.06,-0.127
2899,-0.025,-0.106,-0.081,0.065,0.029,-0.093,0.039,0.033,-0.043,-0.05,-0.069,-0.14
2900,-0.04,-0.105,-0.065,0.073,0.013,-0.085,0.04,0.055,-0.035,-0.05,-0.085,-0.155
2901,-0.051,-0.104,-0.053,0.078,0.001,-0.078,0.06,0.091,-0.026,-0.049,-0.085,-0.144
2902,-0.069,-0.11,-0.041,0.09,-0.013,-0.075,0.075,0.127,-0.025,-0.055,-0.089,-0.131
2903,-0.057,-0.087,-0.03,0.072,-0.013,-0.058,0.085,0.164,0.011,-0.031,-0.068,-0.118
2904,-0.024,-0.04,-0.016,0.032,-0.004,-0.028,0.1,0.215,0.074,0.022,-0.026,-0.109
2905,-0.01,0,0.01,0.005,-0.01,0.005,0.125,0.285,0.13,0.07,0.01,-0.1
2906,0.027,0.063,0.036,-0.045,-0.004,0.049,0.149,0.362,0.216,0.143,0.072,-0.058
2907,0.122,0.128,0.006,-0.124,0.057,0.067,0.133,0.424,0.304,0.234,0.14,-0.01
2908,0.234,0.179,-0.055,-0.206,0.144,0.062,0.101,0.428,0.352,0.29,0.181,0.029
2909,0.3,0.22,-0.08,-0.26,0.19,0.07,0.071,0.401,0.388,0.329,0.218,0.063
2910,0.335,0.25,-0.085,-0.292,0.21,0.082,0.015,0.38,0.44,0.395,0.285,0.095
2911,0.44,0.264,-0.176,-0.352,0.308,0.044,-0.074,0.303,0.445,0.436,0.337,0.137
2912,0.542,0.297,-0.245,-0.42,0.393,0.026,-0.145,0.216,0.451,0.474,0.393,0.193
2913,0.564,0.325,-0.239,-0.444,0.401,0.042,-0.209,0.117,0.421,0.483,0.442,0.243
2914,0.596,0.349,-0.247,-0.472,0.422,0.05,-0.284,-0.007,0.363,0.468,0.479,0.295
2915,0.675,0.37,-0.305,-0.522,0.49,0.032,-0.355,-0.16,0.31,0.455,0.505,0.345
2916,0.582,0.31,-0.272,-0.446,0.427,0.019,-0.417,-0.364,0.174,0.38,0.484,0.34
2917,0.553,0.239,-0.313,-0.396,0.433,-0.037,-0.469,-0.564,-0.044,0.208,0.379,0.328
2918,0.56,0.199,-0.361,-0.38,0.46,-0.08,-0.554,-0.855,-0.264,0.042,0.295,0.321
2919,0.454,0.181,-0.273,-0.318,0.363,-0.045,-0.623,-1.168,-0.414,-0.054,0.268,0.314
2920,0.275,0.16,-0.115,-0.217,0.195,0.022,-0.62,-1.315,-0.485,-0.11,0.23,0.31
2921,0.213,0.117,-0.096,-0.165,0.154,0.01,-0.638,-1.355,-0.533,-0.152,0.183,0.287
2922,0.17,0.073,-0.097,-0.122,0.133,-0.012,-0.626,-1.306,-0.584,-0.216,0.132,0.263
2923,0.125,0.04,-0.085,-0.082,0.104,-0.022,-0.598,-1.241,-0.601,-0.276,0.091,0.233
2924,0.092,0.014,-0.078,-0.053,0.085,-0.032,-0.572,-1.173,-0.588,-0.295,0.055,0.196
2925,0.055,-0.015,-0.07,-0.02,0.063,-0.042,-0.54,-1.075,-0.58,-0.28,0.02,0.165
2926,0.006,-0.056,-0.062,0.025,0.034,-0.059,-0.514,-1.003,-0.551,-0.268,0.007,0.13
2927,-0.057,-0.111,-0.054,0.084,-0.002,-0.083,-0.464,-0.919,-0.531,-0.255,-0.001,0.09
2928,-0.053,-0.1,-0.047,0.077,-0.003,-0.074,-0.41,-0.786,-0.469,-0.248,-0.009,0.066
2929,0.026,-0.019,-0.045,-0.003,0.035,-0.031,-0.352,-0.626,-0.375,-0.234,-0.017,0.058
2930,0.08,0.035,-0.045,-0.057,0.062,-0.005,-0.275,-0.495,-0.315,-0.195,-0.025,0.045
2931,0.062,0.017,-0.045,-0.039,0.054,-0.013,-0.218,-0.41,-0.253,-0.161,-0.041,0.018
2932,0.042,-0.003,-0.045,-0.019,0.044,-0.023,-0.161,-0.322,-0.211,-0.144,-0.057,-0.012
2933,0.023,-0.022,-0.045,0,0.034,-0.033,-0.116,-0.248,-0.176,-0.137,-0.075,-0.038
2934,-0.008,-0.053,-0.045,0.031,0.019,-0.049,-0.088,-0.196,-0.144,-0.127,-0.086,-0.06
2935,-0.03,-0.075,-0.045,0.053,0.008,-0.06,-0.06,-0.14,-0.13,-0.115,-0.08,-0.075
2936,-0.027,-0.072,-0.045,0.05,0.009,-0.058,-0.036,-0.096,-0.114,-0.107,-0.079,-0.08
2937,-0.025,-0.07,-0.045,0.048,0.01,-0.057,-0.014,-0.052,-0.098,-0.096,-0.081,-0.081
2938,-0.023,-0.068,-0.045,0.046,0.011,-0.056,0.001,-0.026,-0.083,-0.085,-0.078,-0.095
2939,-0.019,-0.064,-0.045,0.042,0.013,-0.055,0.006,-0.019,-0.073,-0.079,-0.075,-0.113
2940,-0.02,-0.065,-0.045,0.043,0.013,-0.055,0.01,-0.01,-0.065,-0.075,-0.075,-0.115
2941,-0.021,-0.066,-0.045,0.044,0.013,-0.055,0.014,0.002,-0.061,-0.071,-0.075,-0.115
2942,-0.017,-0.062,-0.045,0.04,0.014,-0.053,0.021,0.011,-0.054,-0.067,-0.076,-0.115
2943,-0.015,-0.06,-0.045,0.038,0.015,-0.052,0.028,0.019,-0.048,-0.063,-0.073,-0.115
2944,-0.014,-0.059,-0.045,0.037,0.015,-0.052,0.031,0.026,-0.043,-0.059,-0.07,-0.116
2945,-0.01,-0.055,-0.045,0.033,0.018,-0.05,0.035,0.03,-0.035,-0.055,-0.07,-0.12
2946,-0.009,-0.055,-0.045,0.032,0.019,-0.05,0.04,0.038,-0.031,-0.055,-0.07,-0.12
2947,-0.013,-0.056,-0.043,0.035,0.015,-0.049,0.039,0.043,-0.027,-0.052,-0.07,-0.12
2948,0,-0.053,-0.053,0.027,0.027,-0.053,0.043,0.049,-0.025,-0.049,-0.068,-0.12
2949,0.016,-0.05,-0.066,0.017,0.041,-0.057,0.052,0.056,-0.025,-0.05,-0.065,-0.12
2950,0.01,-0.05,-0.06,0.02,0.035,-0.055,0.055,0.06,-0.025,-0.05,-0.065,-0.12
2951,0.01,-0.05,-0.06,0.02,0.035,-0.055,0.055,0.065,-0.025,-0.046,-0.065,-0.124
2952,0.01,-0.047,-0.057,0.019,0.034,-0.052,0.055,0.062,-0.022,-0.045,-0.062,-0.125
2953,0.01,-0.044,-0.055,0.018,0.033,-0.05,0.055,0.059,-0.019,-0.045,-0.06,-0.125
2954,0.009,-0.045,-0.054,0.019,0.032,-0.05,0.055,0.06,-0.02,-0.045,-0.06,-0.125
2955,0.005,-0.045,-0.05,0.02,0.028,-0.047,0.055,0.06,-0.02,-0.045,-0.06,-0.125
2956,0.004,-0.046,-0.05,0.021,0.027,-0.048,0.055,0.06,-0.02,-0.041,-0.06,-0.125
2957,-0.026,-0.073,-0.047,0.049,0.011,-0.06,0.055,0.061,-0.017,-0.04,-0.057,-0.125
2958,-0.042,-0.087,-0.044,0.065,0.001,-0.065,0.055,0.058,-0.014,-0.04,-0.054,-0.125
2959,-0.033,-0.079,-0.045,0.057,0.006,-0.062,0.055,0.065,-0.015,-0.04,-0.055,-0.125
2960,-0.035,-0.08,-0.045,0.058,0.005,-0.062,0.055,0.09,-0.015,-0.04,-0.055,-0.125
2961,-0.039,-0.08,-0.041,0.06,0.001,-0.06,0.055,0.096,-0.015,-0.036,-0.055,-0.125
2962,-0.041,-0.08,-0.04,0.061,-0.001,-0.06,0.055,0.094,-0.016,-0.034,-0.055,-0.125
2963,-0.038,-0.078,-0.04,0.058,0.001,-0.059,0.056,0.097,-0.013,-0.036,-0.055,-0.125
2964,-0.034,-0.075,-0.04,0.054,0.003,-0.057,0.061,0.1,-0.01,-0.034,-0.055,-0.125
2965,-0.035,-0.075,-0.04,0.055,0.003,-0.057,0.065,0.1,-0.01,-0.03,-0.055,-0.125
2966,-0.039,-0.075,-0.036,0.058,-0.001,-0.055,0.065,0.104,-0.01,-0.03,-0.055,-0.125
2967,-0.04,-0.075,-0.034,0.058,-0.002,-0.055,0.065,0.105,-0.011,-0.03,-0.055,-0.125
2968,-0.04,-0.075,-0.036,0.058,-0.002,-0.055,0.065,0.107,-0.008,-0.03,-0.055,-0.125
2969,-0.04,-0.074,-0.034,0.058,-0.003,-0.054,0.065,0.11,-0.005,-0.029,-0.055,-0.125
2970,-0.04,-0.07,-0.03,0.055,-0.005,-0.05,0.065,0.11,-0.005,-0.025,-0.055,-0.125
2971,-0.04,-0.07,-0.03,0.055,-0.005,-0.05,0.065,0.11,-0.005,-0.025,-0.055,-0.125
2972,-0.039,-0.07,-0.031,0.055,-0.004,-0.05,0.065,0.11,-0.005,-0.026,-0.055,-0.125
2973,-0.042,-0.07,-0.028,0.056,-0.007,-0.049,0.065,0.11,-0.004,-0.024,-0.055,-0.125
2974,-0.037,-0.07,-0.034,0.053,-0.002,-0.052,0.065,0.11,-0.006,-0.028,-0.055,-0.125
2975,-0.02,-0.07,-0.05,0.045,0.015,-0.06,0.065,0.11,-0.015,-0.04,-0.055,-0.125
2976,-0.022,-0.066,-0.044,0.044,0.011,-0.054,0.065,0.114,-0.019,-0.036,-0.055,-0.125
2977,-0.034,-0.065,-0.031,0.049,-0.001,-0.048,0.065,0.115,-0.023,-0.034,-0.055,-0.125
2978,-0.014,-0.065,-0.051,0.04,0.019,-0.058,0.067,0.115,-0.028,-0.035,-0.055,-0.125
2979,0.012,-0.065,-0.077,0.027,0.045,-0.071,0.071,0.115,-0.03,-0.035,-0.055,-0.125
2980,0,-0.065,-0.065,0.033,0.033,-0.065,0.075,0.115,-0.025,-0.035,-0.055,-0.125
2981,-0.001,-0.061,-0.06,0.031,0.03,-0.061,0.079,0.115,-0.025,-0.031,-0.055,-0.125
2982,-0.002,-0.06,-0.057,0.031,0.028,-0.058,0.08,0.114,-0.025,-0.03,-0.055,-0.125
2983,-0.007,-0.06,-0.053,0.034,0.023,-0.056,0.08,0.117,-0.025,-0.03,-0.055,-0.125
2984,-0.011,-0.06,-0.049,0.035,0.019,-0.054,0.08,0.12,-0.025,-0.03,-0.055,-0.124
2985,-0.015,-0.06,-0.045,0.038,0.015,-0.052,0.08,0.12,-0.025,-0.03,-0.055,-0.12
2986,-0.019,-0.06,-0.041,0.04,0.011,-0.051,0.08,0.12,-0.025,-0.026,-0.055,-0.12
2987,-0.02,-0.057,-0.037,0.039,0.009,-0.047,0.08,0.12,-0.022,-0.025,-0.055,-0.12
2988,-0.022,-0.054,-0.033,0.039,0.006,-0.043,0.08,0.12,-0.019,-0.025,-0.055,-0.12
2989,-0.025,-0.055,-0.03,0.04,0.003,-0.042,0.08,0.12,-0.02,-0.025,-0.054,-0.12
2990,-0.025,-0.055,-0.03,0.04,0.003,-0.042,0.08,0.12,-0.02,-0.025,-0.05,-0.12
2991,-0.029,-0.055,-0.026,0.043,-0.001,-0.041,0.08,0.124,-0.02,-0.025,-0.05,-0.116
2992,-0.03,-0.052,-0.022,0.041,-0.003,-0.037,0.08,0.125,-0.02,-0.022,-0.051,-0.115
2993,-0.032,-0.049,-0.017,0.041,-0.008,-0.033,0.08,0.125,-0.02,-0.019,-0.048,-0.115
2994,-0.025,-0.05,-0.025,0.038,0,-0.037,0.081,0.125,-0.019,-0.02,-0.045,-0.115
2995,-0.005,-0.05,-0.045,0.028,0.02,-0.047,0.085,0.125,-0.015,-0.02,-0.045,-0.115
2996,-0.021,-0.05,-0.029,0.035,0.004,-0.04,0.085,0.125,-0.015,-0.02,-0.045,-0.115
2997,-0.058,-0.051,0.007,0.054,-0.033,-0.021,0.085,0.124,-0.015,-0.017,-0.042,-0.115
2998,-0.022,-0.048,-0.026,0.035,0.002,-0.036,0.085,0.127,-0.015,-0.014,-0.039,-0.131
2999,0.043,-0.045,-0.087,0.001,0.065,-0.065,0.085,0.13,-0.015,-0.015,-0.04,-0.146
3000,0.03,-0.045,-0.075,0.008,0.053,-0.06,0.085,0.13,-0.015,-0.015,-0.04,-0.14
3001,0.025,-0.045,-0.07,0.01,0.048,-0.057,0.085,0.134,-0.015,-0.015,-0.036,-0.14
3002,0.023,-0.045,-0.068,0.012,0.046,-0.056,0.085,0.135,-0.012,-0.014,-0.034,-0.137
3003,0.018,-0.045,-0.063,0.014,0.041,-0.054,0.085,0.137,-0.01,-0.017,-0.036,-0.135
3004,0.014,-0.045,-0.059,0.016,0.037,-0.051,0.085,0.14,-0.009,-0.02,-0.034,-0.134
3005,0.01,-0.045,-0.055,0.018,0.033,-0.05,0.085,0.14,-0.005,-0.02,-0.03,-0.13
3006,0.01,-0.045,-0.055,0.018,0.033,-0.05,0.085,0.157,-0.005,-0.024,-0.03,-0.13
3007,0.007,-0.045,-0.052,0.019,0.03,-0.048,0.084,0.162,-0.006,-0.026,-0.031,-0.127
3008,0.004,-0.045,-0.049,0.02,0.027,-0.047,0.087,0.159,-0.003,-0.023,-0.028,-0.125
3009,0.005,-0.045,-0.05,0.02,0.028,-0.047,0.09,0.16,0,-0.019,-0.025,-0.124
3010,0.005,-0.045,-0.05,0.02,0.028,-0.047,0.09,0.16,0,-0.015,-0.025,-0.12
3011,0.005,-0.045,-0.05,0.02,0.028,-0.047,0.09,0.16,0,-0.011,-0.025,-0.12
3012,0.005,-0.045,-0.05,0.02,0.028,-0.047,0.09,0.161,0.003,-0.01,-0.022,-0.117
3013,0.005,-0.045,-0.05,0.02,0.028,-0.047,0.09,0.158,0.006,-0.009,-0.019,-0.115
3014,0.004,-0.045,-0.049,0.02,0.027,-0.047,0.09,0.163,0.005,-0.004,-0.02,-0.114
3015,0,-0.045,-0.045,0.023,0.023,-0.045,0.09,0.18,0.005,0,-0.02,-0.11
3016,0,-0.045,-0.045,0.023,0.023,-0.045,0.094,0.185,0.009,0,-0.02,-0.11
3017,0,-0.045,-0.045,0.023,0.023,-0.045,0.095,0.184,0.011,0.002,-0.017,-0.107
3018,0,-0.045,-0.045,0.023,0.023,-0.045,0.097,0.187,0.009,0.008,-0.013,-0.105
3019,0,-0.045,-0.045,0.023,0.023,-0.045,0.1,0.19,0.011,0.01,-0.009,-0.104
3020,0,-0.045,-0.045,0.023,0.023,-0.045,0.1,0.19,0.02,0.01,-0.005,-0.1
3021,0.009,-0.037,-0.045,0.015,0.028,-0.041,0.104,0.198,0.029,0.018,-0.005,-0.1
3022,0.01,-0.032,-0.042,0.011,0.026,-0.037,0.106,0.204,0.033,0.026,-0.003,-0.097
3023,0.013,-0.027,-0.039,0.007,0.026,-0.033,0.103,0.205,0.038,0.034,0.003,-0.095
3024,0.022,-0.018,-0.04,-0.002,0.031,-0.029,0.1,0.215,0.047,0.041,0.005,-0.094
3025,0.03,-0.01,-0.04,-0.01,0.035,-0.025,0.1,0.235,0.055,0.045,0.005,-0.09
3026,0.034,-0.006,-0.04,-0.014,0.037,-0.023,0.1,0.232,0.059,0.049,0.009,-0.09
3027,0.041,0.001,-0.04,-0.021,0.04,-0.019,0.101,0.229,0.063,0.05,0.014,-0.087
3028,0.049,0.009,-0.04,-0.029,0.044,-0.015,0.098,0.23,0.065,0.052,0.014,-0.085
3029,0.057,0.018,-0.039,-0.037,0.048,-0.01,0.104,0.239,0.065,0.055,0.018,-0.084
3030,0.055,0.02,-0.035,-0.037,0.045,-0.007,0.125,0.26,0.065,0.055,0.035,-0.075
3031,0.029,-0.006,-0.035,-0.011,0.032,-0.02,0.122,0.261,0.064,0.059,0.036,-0.067
3032,0.03,-0.002,-0.032,-0.014,0.031,-0.017,0.119,0.259,0.07,0.063,0.033,-0.059
3033,0.049,0.019,-0.029,-0.034,0.039,-0.005,0.121,0.264,0.079,0.068,0.042,-0.051
